"Geslacht";"Persoonskenmerken";"Uitstromers ho met en zonder diploma";"Arbeidsmarktpositie";"Studierichting";"Peilmoment";"Perioden";"Uitstromers ho (aantal)"
"Totaal";"Geen internationale student";"Wo-bachelor";"Terug in onderwijs";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"     320"
"Totaal";"Geen internationale student";"Wo-bachelor";"Terug in onderwijs";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"     320"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"     670"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"     770"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"     770"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"     760"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"     740"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"     740"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"    1460"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"    1650"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"    1650"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"    1660"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"    1550"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"    1540"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"    2470"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"    2780"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"    2760"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"    2730"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"    2630"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"    2690"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"    1070"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"    1200"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"    1210"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"    1190"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"    1150"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"    1160"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"    4000"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"    4470"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"    4480"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"    4470"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"    4360"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"    4410"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"    2490"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"    2760"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"    2800"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"    2810"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"    2730"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"    2760"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"    5280"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"    5700"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"    5740"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"    5710"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"    5530"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"    5660"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"    1950"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"    2100"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"    2090"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"    2100"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"    1970"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"    2070"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, zonder uitkering";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"      80"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"     140"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"      80"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"     150"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"     130"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"     100"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"      90"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"     280"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"     130"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"     150"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"      80"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Met werk, met uitkering";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"3 jaar na verlaten onderwijs";"2015/'16";"      10"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"4 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Landbouw en natuurlijke omgeving";"5 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"Direct na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Natuur";"5 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"Direct na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"3 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"4 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Techniek";"5 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"Direct na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"1 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"2 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"3 jaar na verlaten onderwijs";"2015/'16";"      20"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"4 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gezondheidszorg";"5 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"Direct na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"1 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"2 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"3 jaar na verlaten onderwijs";"2015/'16";"      30"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Economie";"5 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"Direct na verlaten onderwijs";"2015/'16";"      80"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"1 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"2 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"3 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"4 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Recht";"5 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"Direct na verlaten onderwijs";"2015/'16";"     120"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"1 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"2 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"3 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"4 jaar na verlaten onderwijs";"2015/'16";"     130"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Gedrag en Maatschappij";"5 jaar na verlaten onderwijs";"2015/'16";"     110"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"Direct na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"1 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"2 jaar na verlaten onderwijs";"2015/'16";"      60"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"3 jaar na verlaten onderwijs";"2015/'16";"      50"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"4 jaar na verlaten onderwijs";"2015/'16";"      70"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Taal en cultuur";"5 jaar na verlaten onderwijs";"2015/'16";"      40"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, met uitkering";"Sectoroverstijgend";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"Direct na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"1 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"2 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"3 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"4 jaar na verlaten onderwijs";"2015/'16";"       0"
"Totaal";"Geen internationale student";"Wo-master";"Zonder werk, zonder uitkering";"Onderwijs";"5 jaar na verlaten onderwijs";"2015/'16";"       0"
