Uitstromers ho met en zonder diploma,Arbeidsmarktpositie,Studierichting,Peilmoment,Perioden,Uitstromers ho (aantal)
Wo-bachelor,"Met werk, met uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Met werk, met uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Economie,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Met werk, met uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Recht,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,80
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Met werk, met uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,110
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Met werk, met uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Met werk, met uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Economie,Direct na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Recht,Direct na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, met uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, met uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, met uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, met uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,Direct na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,"Zonder werk, zonder uitkering",Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,100
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, zonder uitkering",Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,Direct na verlaten onderwijs,2015/'16,270
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,1 jaar na verlaten onderwijs,2015/'16,90
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,2 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,3 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,4 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,5 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,Direct na verlaten onderwijs,2015/'16,320
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,1 jaar na verlaten onderwijs,2015/'16,80
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,2 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,3 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,4 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,5 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,510
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,10
Wo-bachelor,"Zonder werk, zonder uitkering",Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,Direct na verlaten onderwijs,2015/'16,390
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,1 jaar na verlaten onderwijs,2015/'16,170
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,2 jaar na verlaten onderwijs,2015/'16,90
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, zonder uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,Direct na verlaten onderwijs,2015/'16,180
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,30
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,20
Wo-bachelor,"Zonder werk, zonder uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,620
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,240
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,160
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,110
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,410
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,190
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,130
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,90
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,80
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,70
Wo-bachelor,"Zonder werk, zonder uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,340
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,170
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,100
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,60
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,50
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,40
Wo-bachelor,"Zonder werk, zonder uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Onderwijs,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,Terug in onderwijs,Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,Terug in onderwijs,Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,Terug in onderwijs,Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,Terug in onderwijs,Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-bachelor,Terug in onderwijs,Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,90
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,100
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,100
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,110
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,110
Wo-bachelor,Terug in onderwijs,Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Natuur,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Natuur,1 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,Terug in onderwijs,Natuur,2 jaar na verlaten onderwijs,2015/'16,400
Wo-bachelor,Terug in onderwijs,Natuur,3 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,Terug in onderwijs,Natuur,4 jaar na verlaten onderwijs,2015/'16,420
Wo-bachelor,Terug in onderwijs,Natuur,5 jaar na verlaten onderwijs,2015/'16,430
Wo-bachelor,Terug in onderwijs,Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Techniek,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Techniek,1 jaar na verlaten onderwijs,2015/'16,310
Wo-bachelor,Terug in onderwijs,Techniek,2 jaar na verlaten onderwijs,2015/'16,340
Wo-bachelor,Terug in onderwijs,Techniek,3 jaar na verlaten onderwijs,2015/'16,340
Wo-bachelor,Terug in onderwijs,Techniek,4 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,Terug in onderwijs,Techniek,5 jaar na verlaten onderwijs,2015/'16,350
Wo-bachelor,Terug in onderwijs,Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,1220
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,1330
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,1350
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,1360
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,1370
Wo-bachelor,Terug in onderwijs,Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Economie,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Economie,1 jaar na verlaten onderwijs,2015/'16,580
Wo-bachelor,Terug in onderwijs,Economie,2 jaar na verlaten onderwijs,2015/'16,670
Wo-bachelor,Terug in onderwijs,Economie,3 jaar na verlaten onderwijs,2015/'16,690
Wo-bachelor,Terug in onderwijs,Economie,4 jaar na verlaten onderwijs,2015/'16,700
Wo-bachelor,Terug in onderwijs,Economie,5 jaar na verlaten onderwijs,2015/'16,700
Wo-bachelor,Terug in onderwijs,Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Recht,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Recht,1 jaar na verlaten onderwijs,2015/'16,260
Wo-bachelor,Terug in onderwijs,Recht,2 jaar na verlaten onderwijs,2015/'16,300
Wo-bachelor,Terug in onderwijs,Recht,3 jaar na verlaten onderwijs,2015/'16,310
Wo-bachelor,Terug in onderwijs,Recht,4 jaar na verlaten onderwijs,2015/'16,320
Wo-bachelor,Terug in onderwijs,Recht,5 jaar na verlaten onderwijs,2015/'16,320
Wo-bachelor,Terug in onderwijs,Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,
Wo-bachelor,Terug in onderwijs,Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,1040
